No,Keyword,Search Intent,Search Volume,CPC,Paid Difficulty,SEO Difficulty
39,"ice rink bellevue","navigational, commercial","1,300","$0.00","1","36"
40,"ice rink kent","navigational","1,300","$0.30","1","40"
41,"ice rink arena","navigational","1,300","$1.30","3","59"
42,"ice rink huntsville al","navigational, commercial","1,300","$1.07","2","25"
43,"ice rink haverhill","navigational, commercial","1,300","$1.82","4","21"
44,"ice rink los angeles","navigational, commercial","1,300","$0.24","3","56"
45,"ice rink open skate","navigational, transactional","1,300","$0.00","2","37"
46,"ice rink public skate","navigational, commercial","1,300","$1.89","3","40"
47,"ice rink jefferson city","navigational, commercial","1,000","$0.00","1","18"
48,"ice rink open near me","navigational, informational","1,000","$1.05","4","39"
49,"ice rink vail","navigational","1,000","$1.30","7","34"
50,"ice rink at home","navigational, commercial","880","$0.59","74","35"
51,"ice rink everett","navigational, commercial","880","$0.00","1","39"
52,"ice rink rental near me","navigational","880","$9.32","40","33"
53,"ice rink backyard kit","transactional","720","$1.62","100","28"
54,"ice rink erie pa","navigational, commercial","720","$0.00","1","19"
55,"ice rink for home","navigational, transactional","720","$0.83","100","44"
56,"ice rink in jacksonville",null,"720","$0.00","1","6"
57,"ice rink liner","transactional","720","$0.68","99","16"
58,"ice rink lake placid","navigational, commercial","720","$0.00","1","48"
59,"ice rink morgantown wv",null,"720","$0.00","1","5"
60,"ice rink worcester ma","navigational, commercial","720","$0.11","2","32"
61,"ice rink diy",null,"720","$1.20","81","38"
62,"ice rink seattle","navigational, commercial","590","$0.04","2","43"
63,"ice rink around me","navigational","590","$0.62","8","54"
64,"ice rink christmas decoration","commercial, transactional","590","$0.34","100","30"
65,"ice rink hyde park","navigational, commercial","590","$0.00","1","44"
66,"ice rink jamestown ny","navigational, commercial","590","$0.00","1","34"
67,"ice rink kit for backyard","transactional","590","$1.16","73","36"
68,"ice rink kissimmee","navigational, commercial","590","$0.37","11","34"
69,"ice rink tampa","navigational, commercial","590","$0.00","2","42"
70,"ice rink vancouver","navigational, commercial","590","$0.13","5","37"
71,"ice rink tacoma","navigational, commercial","480","$0.48","3","39"
72,"ice rink yakima","navigational, commercial","480","$0.00","1","28"
73,"ice rink nearby",null,"480","$0.00","3","14"
74,"ice rink for sale","transactional","480","$2.37","83","18"
75,"ice rink florida","navigational, commercial","480","$0.02","1","59"
76,"ice rink greenville sc","navigational, commercial","480","$0.44","4","36"
77,"ice rink grand rapids","navigational, commercial","480","$0.00","1","41"
78,"ice rink holland mi","navigational, commercial","480","$0.16","1","17"
79,"ice rink jobs","navigational","480","$0.92","3","19"
80,"ice rink kansas city","navigational, commercial","480","$0.39","1","38"
81,"ice rink okc","navigational","480","$0.44","2","35"
82,"ice rink tulsa","navigational, commercial","480","$0.59","3","15"
83,"ice rink virginia","navigational","480","$1.05","2","56"
84,"ice rink wilmington","navigational, commercial","480","$0.37","2","21"
85,"ice rink york pa","navigational, commercial","480","$0.00","4","27"
86,"ice rink asheville",null,"480","$0.00","4","15"
87,"ice rink renton","navigational, commercial","390","$0.23","3","8"
88,"ice rink background","informational","390","$0.00","2","31"
89,"ice rink cleaning machine","transactional","390","$0.00","1","39"
90,"ice rink dimensions","commercial, transactional, informational","390","$0.00","1","24"
91,"ice rink diagram","informational","390","$0.07","47","20"
92,"ice rink downtown","navigational","390","$0.00","3","46"
93,"ice rink goleta","navigational, commercial","390","$9.72","1","22"
94,"ice rink hours","navigational","390","$0.02","2","38"
95,"ice rink kit","navigational, transactional","390","$1.36","100","21"
96,"ice rink knoxville","navigational, commercial","390","$0.00","2","38"
97,"ice rink nashville","navigational, commercial","390","$0.00","1","37"
98,"ice rink new haven ct","navigational, commercial","390","$0.00","1","26"
99,"ice rink picture","informational, navigational, commercial","390","$0.07","31","38"
100,"ice rink quincy","navigational, commercial","390","$0.00","4","30"
101,"ice rink refrigeration system","transactional, navigational","390","$5.22","35","21"
102,"ice rink schedule","navigational, informational","390","$0.33","1","40"
103,"ice skating xmas decoration","transactional","390","$0.55","100","36"
104,"ice rink bremerton",null,"390","$0.00","1","13"
105,"ice rink queens","navigational, commercial","320","$0.14","4","38"
106,"ice rink drawing","informational, navigational","320","$0.02","1","29"
107,"ice rink dc","navigational, commercial","320","$3.03","5","62"
108,"ice rink fort lauderdale","navigational","320","$0.56","8","30"
109,"ice rink in spanish","informational","320","$0.00","1","23"
110,"ice rink jersey city","navigational, commercial","320","$2.11","2","26"
111,"ice rink kendall","commercial, navigational, transactional","320","$0.14","2","9"
112,"ice rink size","informational","320","$0.00","1","18"
113,"ice rink van nuys","navigational, commercial","320","$0.08","4","20"
114,"ice rink wall","navigational, commercial","320","$1.13","12","35"
115,"ice rink kirkland","navigational, commercial","260","$0.45","9","22"
116,"ice skating 7 peaks","navigational, commercial","260","$0.00","1","34"
117,"ice rink birthday party","transactional","260","$0.70","16","18"
118,"ice rink clipart","informational","260","$0.00","3","27"
119,"ice rink events","navigational","260","$2.70","12","38"
120,"ice rink el segundo",null,"260","$0.00","3","6"
121,"ice rink flagstaff","navigational, commercial","260","$0.00","1","23"
122,"ice rink plastic","navigational, commercial","260","$1.69","100","44"
123,"ice rink richmond va","navigational, commercial","260","$0.28","3","17"
124,"ice rink utc","navigational","260","$0.00","2","22"
125,"ice rink walker","navigational, commercial","260","$0.00","3","13"
126,"ice rink yonkers","navigational, commercial","260","$0.00","1","26"
127,"ice rink york","navigational, commercial","260","$0.00","5","45"
128,"ice rink zamboni","navigational, transactional","260","$0.00","1","34"
129,"ice rink lynnwood",null,"260","$0.00","1","14"
130,"ice palace 1987","commercial, informational","210","$0.00","1","29"
131,"ice rink atlanta","navigational, commercial","210","$0.00","2","41"
132,"ice rink boards","transactional, navigational","210","$0.52","70","24"
133,"ice rink east lansing","navigational, commercial","210","$0.28","2","34"
134,"ice rink georgia","navigational, commercial","210","$0.00","1","46"
135,"ice rink jobs near me","navigational, commercial","210","$1.76","5","22"
136,"ice rink layout","informational, navigational","210","$0.00","2","31"
137,"ice rink lansing mi",null,"210","$0.00","1","6"
138,"ice rink near me public skate","navigational, commercial","210","$3.32","2","42"
139,"ice rink on cruise ship","navigational, commercial","210","$0.56","6","23"
140,"ice rink savannah ga","navigational, commercial","210","$0.00","1","19"
141,"ice rink tarp","transactional","210","$2.24","100","15"
142,"ice rink vancouver wa","navigational, commercial","210","$0.09","5","40"
143,"ice skating 30 rock","commercial, transactional","170","$2.32","23","48"
144,"ice rink cleaner","navigational, transactional","170","$0.00","1","36"
145,"ice rink dimensions nhl","informational","170","$0.00","1","17"
146,"ice rink hawaii","navigational","170","$0.00","1","28"
147,"ice rink kings park","navigational","170","$0.00","1","26"
148,"ice rink minecraft","informational, navigational","170","$0.00","1","28"
149,"ice rink manager jobs","navigational, informational","170","$0.25","7","25"
150,"ice rink resurfacer","navigational, transactional, commercial","170","$0.59","19","37"
151,"ice rink utica ny","navigational, commercial","170","$0.00","1","23"
152,"ice skating 3 turn","transactional, commercial","140","$0.00","1","35"
153,"biggest ice rink in the world","informational","140","$0.00","1","43"
154,"ice rink bumper cars","transactional, navigational","140","$0.05","5","33"
155,"ice rink cincinnati","navigational, commercial","140","$8.02","4","24"
156,"ice rink cooling system","transactional","140","$3.49","51","20"
157,"ice rink equipment","navigational, transactional","140","$2.57","23","59"
158,"ice rink exeter nh","navigational","140","$0.00","1","23"
159,"ice rink hockey","navigational","140","$0.00","4","54"
160,"ice rink hillsborough nc",null,"140","$0.00","1","6"
161,"ice rink in a box","transactional, navigational","140","$1.65","87","23"
162,"ice rink open","navigational","140","$0.00","7","43"
163,"ice rink parks and rec","navigational, commercial","140","$0.00","1","38"
164,"ice rink temperature","informational","140","$0.00","1","16"
165,"ice rink virginia beach","navigational, commercial","140","$0.00","2","32"
166,"ice rink valencia","navigational, commercial","140","$0.00","1","24"
167,"ice rink yosemite","informational, navigational","140","$0.00","1","36"
168,"ice rink at the sculpture garden","commercial, transactional, navigational","110","$0.00","1","26"
169,"ice rink cave","navigational, commercial","110","$0.00","1","31"
170,"ice rink edger","transactional","110","$0.53","2","11"
171,"ice rink exton pa","navigational, informational, commercial","110","$0.00","1","36"
172,"ice rink free skate","navigational, commercial","110","$0.02","3","36"
173,"ice rink green bay","navigational, commercial","110","$0.00","10","30"
174,"ice rink honolulu","navigational, commercial","110","$0.00","1","35"
175,"ice rink machine name","navigational, commercial","110","$0.00","1","28"
176,"ice rink murders","informational","110","$0.00","1","26"
177,"ice rink overhead","informational, navigational","110","$0.00","1","26"
178,"ice rink paint","navigational, commercial","110","$0.86","21","19"
179,"ice rink supply","navigational","110","$3.47","52","49"
180,"ice rink texture","informational, navigational","110","$0.00","1","26"
181,"ice rink jackson mi","navigational, commercial","90","$0.00","4","24"
182,"ice rink kalispell","navigational, commercial","90","$0.00","1","15"
183,"ice rink lot breckenridge","navigational, commercial","90","$0.00","1","21"
184,"ice rink mats","transactional, navigational","90","$4.81","52","14"
185,"ice rink wisconsin dells","navigational, commercial","90","$0.00","1","17"
186,"o'brien ice rink","navigational, commercial","70","$0.00","2","22"
187,"ice palace 1987 full movie","commercial","70","$0.00","1","28"
188,"ice rink compressor","transactional","70","$3.78","28","13"
189,"ice rink flooring","navigational, commercial","70","$3.39","12","15"
190,"ice rink manager","navigational, commercial","70","$3.15","10","17"
191,"ice rink map","navigational","70","$0.71","5","30"
192,"ice rink new orleans","navigational, commercial","70","$0.00","4","31"
193,"ice rink open skate near me","transactional, navigational","70","$0.00","1","43"
194,"ice rink thickness","informational","70","$0.00","1","18"
195,"ice rink utah","navigational","70","$0.00","1","33"
196,"ice rink washington dc","navigational, commercial","70","$0.00","6","65"
197,"ice skating xmas london","transactional, commercial","70","$25.37","1","63"
198,"ice skating xmas eve","transactional","70","$0.00","1","56"
199,"ice rink yorba linda","navigational, commercial","70","$0.35","13","24"
200,"ice skating 101","commercial, navigational","50","$0.00","6","38"
201,"ice rink attendant","navigational, informational, commercial","50","$0.00","1","18"
202,"ice rink brackets","transactional","50","$0.55","95","12"
203,"ice rink blue valspar","transactional, navigational","50","$2.62","5","18"
204,"ice rink dasher boards","transactional","50","$14.82","24","20"
205,"ice rink design","navigational, commercial","50","$5.60","5","21"
206,"ice rink freezing system","commercial, transactional, informational","50","$2.65","73","24"
207,"ice rink henderson nv","navigational, commercial","50","$0.00","1","26"
208,"ice rink hamilton nj","navigational, commercial","50","$0.00","2","22"
209,"ice rink in french","informational","50","$0.00","1","24"
210,"ice rink in backyard","commercial, navigational","50","$3.86","78","39"
211,"ice rink logo","navigational, commercial","50","$0.00","1","25"
212,"ice rink near ne",null,"50","$0.00","2","6"
213,"ice rink oahu","navigational, commercial","50","$0.00","1","26"
214,"ice rink queensway","commercial, navigational","50","$0.00","1","38"
215,"ice rink raider mask","transactional","50","$0.00","6","26"
216,"ice rink rubber flooring","transactional","50","$8.90","52","17"
217,"ice rink sign","transactional","50","$0.00","16","16"
218,"ice rink sports","navigational","50","$0.00","1","64"
219,"ice rink shoes","navigational, transactional","50","$0.06","60","43"
220,"ice rink smoother","transactional","50","$0.00","1","37"
221,"ice rink top view","navigational, commercial","50","$0.00","1","29"
222,"ice rink times","navigational","50","$0.00","4","26"
223,"ice rink uk","navigational","50","$0.00","1","46"
224,"ice rink wallpaper","informational","50","$0.17","18","29"
225,"o'fallon il ice rink","navigational, commercial","40","$0.00","1","22"
226,"ice skating 2025","commercial, transactional","40","$0.00","1","36"
227,"ice rink book","transactional","40","$0.00","1","28"
228,"ice rink cave incident","navigational, informational","40","$0.00","1","27"
229,"ice rink free skate near me","navigational, transactional","40","$0.00","1","41"
230,"ice rink from above","navigational, commercial","40","$0.00","1","28"
231,"ice rink games","navigational, commercial","40","$0.00","1","18"
232,"ice rink maintenance","navigational, commercial","40","$0.00","6","11"
233,"ice rink olympia","navigational, commercial","40","$0.00","1","25"
234,"ice rink open now","navigational, informational","40","$0.00","4","46"
235,"ice rink public skate near me","navigational, commercial","40","$0.01","10","31"
236,"ice rink party","navigational, commercial","40","$2.66","6","16"
237,"ice rink rug","transactional","40","$0.35","90","29"
238,"ice rink to basketball court","commercial","40","$0.00","1","32"
239,"ice rink by me",null,"40","$0.00","7","8"
240,"ice palace 1960","commercial","30","$0.00","1","4"
241,"ice skating 144th and dodge","navigational, commercial","30","$0.00","1","39"
242,"ice skating 2024","informational","30","$0.00","2","42"
243,"ice skating 2024 olympics","informational","30","$0.00","1","3"
244,"ice skating 401 park","navigational, informational, commercial","30","$0.00","1","5"
245,"ice palace 57","commercial","30","$0.00","1","13"
246,"ice rink ammonia leak","commercial, transactional, informational","30","$0.00","1","5"
247,"ice rink attendant jobs","navigational, informational","30","$0.00","1","22"
248,"ice rink definition","informational","30","$0.00","1","30"
249,"ice rink dehumidifier","transactional","30","$9.94","21","13"
250,"ice rink dividers","transactional","30","$0.58","54","12"
251,"ice rink events jobs","navigational, informational","30","$0.00","14","10"
252,"ice rink marker","transactional","30","$12.88","28","12"
253,"ice rink membership","navigational, commercial","30","$12.46","12","26"
254,"ice rink raider","navigational, commercial","30","$0.00","1","27"
255,"ice rink restaurant","navigational","30","$0.00","2","14"
256,"ice rink template","commercial, informational","30","$0.01","17","17"
257,"ice rink under brooklyn bridge","commercial, informational, transactional","30","$0.00","1","21"
258,"ice rink vehicle","navigational, commercial","30","$0.00","1","39"
259,"ice rink winthrop",null,"30","$0.00","1","13"
260,"ice rink yankton sd","navigational, transactional","30","$0.00","1","27"
261,"ice rink zermatt","commercial, navigational","30","$0.00","27","16"
262,"ice rink zayed sports city","navigational, informational","30","$0.00","4","5"
263,"ice skate 3d model",null,"20","$0.00","1","6"
264,"ice skating 50 west",null,"20","$0.00","1","5"
265,"super rink ice schedule",null,"20","$0.00","1","6"
266,"ice rink blue",null,"20","$0.00","46","27"
267,"ice rink camera",null,"20","$0.00","8","16"
268,"ice rink graphic",null,"20","$0.00","3","14"
269,"ice rink shooting",null,"20","$0.00","1","13"
270,"ice rink white board",null,"20","$0.00","57","23"
271,"ice rink yerba buena",null,"20","$0.00","2","6"
272,"ice rink overview",null,"20","$0.00","1","13"
273,"ice skating 02","transactional","10","$0.00","1","28"
274,"ice skating 08854",null,"10","$0.00","1","13"
275,"ice skating 07726","transactional","10","$0.00","1","13"
276,"ice skating 163","navigational, commercial","10","$0.00","1","13"
277,"ice palace 1987 ok ru","commercial","10","$0.00","1","10"
278,"ice palace 1960 full movie","commercial","10","$0.00","1","5"
279,"ice skating 1 utama",null,"10","$0.00","1","5"
280,"ice palace 2",null,"10","$0.00","1","13"
281,"ice palace 2 switch",null,"10","$0.00","4","7"
282,"ice skating 2022 olympics","informational","10","$0.00","1","18"
283,"ice skate 3d model free","transactional","10","$0.00","1","5"
284,"ice skating 3d","navigational, commercial","10","$0.00","1","13"
285,"ice skating 3d game","transactional, commercial","10","$0.00","1","3"
286,"ice rink 401 park","navigational, informational","10","$0.00","1","5"
287,"ice skating 4 seasons","commercial","10","$1.33","14","10"
288,"ice skating 42nd street",null,"10","$0.00","8","8"
289,"ice skating 4k","transactional","10","$0.00","1","13"
290,"ice skating 4a","commercial, transactional, informational","10","$0.00","1","3"
291,"ice skating 4 continents","commercial, informational, transactional","10","$0.00","1","2"
292,"ice skating 4 seasons baltimore","commercial, transactional","10","$0.00","71","27"
293,"ice skating 5 quads","transactional","10","$0.00","1","6"
294,"ice skating 59th street","commercial, navigational","10","$4.46","10","22"
295,"ice skating 5th ave","navigational","10","$0.38","4","62"
296,"ice rink liner 50 x 100","transactional","10","$1.57","100","36"
297,"ice skating 7th mountain resort","navigational, commercial","10","$0.00","1","5"
298,"ice rink barrier 7 little words","transactional","10","$0.00","1","5"
299,"ice skate 8",null,"10","$0.00","100","44"
300,"ice rink landmark 81","commercial, navigational","10","$0.00","1","1"
301,"ice rink central rama 9",null,"10","$0.00","1","5"
302,"ice rink association",null,"10","$0.00","1","13"
303,"ice rink glass",null,"10","$0.00","1","14"
304,"ice rink in forest",null,"10","$0.00","1","5"
305,"ice rink juneau",null,"10","$0.00","1","13"
306,"ice rink kick plates","transactional","10","$0.52","100","36"
307,"ice rink liner 40 x 60","transactional","10","$2.64","100","36"
308,"ice rink outline","informational","10","$0.01","4","15"
309,"ice rink party rentals","navigational","10","$0.35","14","10"
310,"ice rink qatar","navigational, commercial","10","$0.00","1","4"
311,"ice rink quebec","navigational","10","$0.00","5","15"
312,"ice rink quotes","informational","10","$0.00","1","13"
313,"ice rink sign cornea",null,"10","$0.00","1","5"
314,"ice rink technician","informational, navigational","10","$0.00","2","14"
315,"ice rink uw madison",null,"10","$0.00","1","5"
316,"ice rink video","navigational","10","$0.00","4","15"
317,"ice rink vector",null,"10","$0.00","2","14"
318,"ice rink water calculator","navigational, commercial","10","$0.00","1","5"
319,"ice rink wikipedia","informational, navigational","10","$0.00","1","44"
320,"ice skating xscape","navigational, commercial","10","$0.00","1","39"
321,"ice skating xmas near me","transactional","10","$0.02","8","58"
322,"ice skating xmas markets",null,"10","$0.00","1","5"
323,"ice rink youngstown ohio","navigational, commercial","10","$1.35","9","8"
324,"ice rink yorktown va","navigational, commercial","10","$0.00","1","5"
325,"ice rink yorkshire","navigational, commercial","10","$0.00","1","13"
326,"ice rink zurich","navigational, commercial","10","$0.00","3","14"
327,"ice rink zell am see","navigational, transactional, commercial","10","$0.00","1","5"
328,"ice rink zagreb","commercial, navigational","10","$0.00","1","13"
329,"ice rink zermatt photos",null,"10","$0.00","1","5"
330,"ice rink zona rosa","navigational, commercial","10","$0.19","3","6"
331,"ice rink plans",null,"10","$0.00","13","17"
332,"ice skating 01119",null,"0","$0.00","1","12"
333,"ice palace 007",null,"0","$0.00","1","12"
334,"ice skating 08902",null,"0","$0.00","1","12"
335,"ice rink o",null,"0","$0.00","1","12"
336,"ice rink o fallon mo",null,"0","$0.00","1","4"
337,"ice rink 146 north smithfield",null,"0","$0.00","1","4"
338,"ice rink 163",null,"0","$0.00","1","12"
339,"ice rink 100 mile house",null,"0","$0.00","1","4"
340,"ice rink 146",null,"0","$0.00","1","12"
341,"ice skating 163 reviews",null,"0","$0.00","1","4"
342,"ice skating 163 tickets",null,"0","$0.00","1","4"
343,"ice rink 2025",null,"0","$0.00","1","12"
344,"ice skating 2026 olympics",null,"0","$0.00","1","4"
345,"ice skating 2025 world championships",null,"0","$0.00","1","4"
346,"ice skating 2024 ireland",null,"0","$0.00","1","4"
347,"ice skating 2025 london",null,"0","$0.00","1","4"
348,"ice skating 2025 olympics",null,"0","$0.00","1","4"
349,"ice rink 3d model free",null,"0","$0.00","1","4"
350,"ice rink 3d",null,"0","$0.00","1","12"
351,"ice rink 30 rock",null,"0","$0.00","1","4"
352,"ice skating 3 year old",null,"0","$0.00","1","4"
353,"ice skate 3d print",null,"0","$0.00","1","4"
354,"ice skating 4 year old",null,"0","$0.00","1","4"
355,"ice skating 42nd bryant park",null,"0","$0.00","1","4"
356,"ice skate 40448",null,"0","$0.00","1","12"
357,"ice skating 4 seasons austin",null,"0","$0.00","1","4"
358,"ice skating 400 block",null,"0","$0.00","1","4"
359,"ice skating 5 year old",null,"0","$0.00","1","4"
360,"ice palace 57 new york",null,"0","$0.00","1","4"
361,"ice skating 5k",null,"0","$0.00","1","12"
362,"ice skating 5 rotations",null,"0","$0.00","1","4"
363,"ice palace 57 disco",null,"0","$0.00","1","4"
364,"ice skating 5 towns",null,"0","$0.00","1","4"
365,"ice skating 5 axel",null,"0","$0.00","1","4"
366,"ice skating 5342",null,"0","$0.00","1","12"
367,"ice skating 50s",null,"0","$0.00","1","12"
368,"ice rink 63 rto",null,"0","$0.00","1","4"
369,"ice rink 63rt",null,"0","$0.00","1","12"
370,"ice ring 63 rt keyboard",null,"0","$0.00","1","4"
371,"ice rink 63",null,"0","$0.00","1","12"
372,"ice rink 63 keyboard",null,"0","$0.00","1","4"
373,"ice skating 6 october",null,"0","$0.00","1","4"
374,"ice skating 6 year old",null,"0","$0.00","1","4"
375,"ice skating 63rd street",null,"0","$0.00","1","4"
376,"ice skating 6 quads",null,"0","$0.00","1","4"
377,"ice skating 63129",null,"0","$0.00","1","12"
378,"ice skating 60056",null,"0","$0.00","1","12"
379,"ice skating 63021",null,"0","$0.00","1","12"
380,"ice skating 6",null,"0","$0.00","1","12"
381,"ice skating 6 weeks pregnant",null,"0","$0.00","1","4"
382,"ice skating 60s",null,"0","$0.00","1","12"
383,"ice skating 7 years old",null,"0","$0.00","1","4"
384,"ice skating 757",null,"0","$0.00","1","12"
385,"ice skating 70s",null,"0","$0.00","1","12"
386,"ice skating 77070",null,"0","$0.00","1","12"
387,"ice skating 7th mountain",null,"0","$0.00","1","4"
388,"ice skating 7 weeks pregnant",null,"0","$0.00","1","4"
389,"ice skating 720",null,"0","$0.00","1","12"
390,"inverness ice rink 7th june",null,"0","$0.00","1","4"
391,"whitley bay ice rink 70th anniversary",null,"0","$0.00","1","4"
392,"ice skating 8 year old",null,"0","$0.00","1","4"
393,"ice skating 80's movie",null,"0","$0.00","1","4"
394,"ice skating 80016",null,"0","$0.00","1","12"
395,"ice skating 85022",null,"0","$0.00","1","12"
396,"ice rink dublin 8 photos",null,"0","$0.00","1","4"
397,"ice rink dublin 8",null,"0","$0.00","1","4"
398,"ice rink pier 8",null,"0","$0.00","1","4"
399,"ice rink dublin 8 reviews",null,"0","$0.00","1","4"
400,"ice rink within 8.1 km",null,"0","$0.00","1","4"
401,"ice rink landmark 81 tickets",null,"0","$0.00","1","4"
402,"ice skating 90s movie",null,"0","$0.00","1","4"
403,"ice skating 9 year old",null,"0","$0.00","1","4"
404,"ice skating 90s beef",null,"0","$0.00","1","4"
405,"ice skate 9",null,"0","$0.00","1","12"
406,"ice skating 94513",null,"0","$0.00","1","12"
407,"ice rink rama 9",null,"0","$0.00","1","4"
408,"ice rink built in a forest",null,"0","$0.00","1","4"
409,"ice rink events texas",null,"0","$0.00","1","4"
410,"ice rink explosion",null,"0","$0.00","1","12"
411,"ice rink grants",null,"0","$0.00","1","12"
412,"ice rink johnstown pa",null,"0","$0.00","1","4"
413,"ice rink jobs colorado",null,"0","$0.00","1","4"
414,"ice rink jacksonville fl bar",null,"0","$0.00","1","4"
415,"ice rink kankakee",null,"0","$0.00","1","12"
416,"ice rink kirkwood",null,"0","$0.00","1","12"
417,"ice rink king of prussia",null,"0","$0.00","1","4"
418,"ice rink norwood ma",null,"0","$0.00","1","4"
419,"ice rink near me now",null,"0","$0.00","1","4"
420,"ice rink practice sheet",null,"0","$0.00","1","4"
421,"ice rink queenstown nz",null,"0","$0.00","1","4"
422,"ice rink qld",null,"0","$0.00","1","12"
423,"ice rink quesnel",null,"0","$0.00","1","12"
424,"ice rink queretaro",null,"0","$0.00","1","12"
425,"ice rink refrigeration system diagram",null,"0","$0.00","1","4"
426,"ice rink umd",null,"0","$0.00","1","12"
427,"ice rink union nj",null,"0","$0.00","1","4"
428,"ice rink under little caesars arena",null,"0","$0.00","1","4"
429,"ice rink umass amherst",null,"0","$0.00","1","4"
430,"ice rink xmas",null,"0","$0.00","1","12"
431,"ice rink xmas london",null,"0","$0.00","1","4"
432,"ice skating x",null,"0","$0.00","1","12"
433,"ice skating xbox game",null,"0","$0.00","1","4"
434,"ice skating xmas day",null,"0","$0.00","1","4"
435,"ice skating xmas markets manchester",null,"0","$0.00","1","4"
436,"ice skate xxl",null,"0","$0.00","1","12"
437,"ice rink yale",null,"0","$0.00","1","12"
438,"ice rink yakima reviews",null,"0","$0.00","1","4"
439,"ice rink york christmas",null,"0","$0.00","1","4"
440,"ice rink zug",null,"0","$0.00","1","12"
441,"ice rink zones",null,"0","$0.00","1","12"
442,"ice rink zoo",null,"0","$0.00","1","12"
443,"ice rink zamboni diy",null,"0","$0.00","1","4"
444,"ice rink zsc",null,"0","$0.00","1","12"
445,"ice palace 99 nights",null,"0","$0.00","1","4"
446,"ice skate 9.5",null,"0","$0.00","1","12"
447,"ice rink upenn",null,"0","$0.00","1","12"
448,"ice rink halloween",null,"0","$0.00","1","12"
449,"ice skating 2 year old",null,"0","$0.00","1","4"
450,"ice rink viewing cabins",null,"0","$0.00","1","4"
451,"ice rink route 8",null,"0","$0.00","1","4"
452,"ice rink under basketball court",null,"0","$0.00","1","4"
453,"ice rink tacoma washington",null,"0","$0.00","1","4"
454,"ice rink rockefeller center dates",null,"0","$0.00","1","4"
455,"ice o rink fivem",null,"0","$0.00","1","4"
456,"ice rink yorktown",null,"0","$0.00","1","12"
457,"ice rink anchorage ak",null,"0","$0.00","1","4"
458,"ice rink 3d print",null,"0","$0.00","1","4"
459,"ice skating 2025 boston",null,"0","$0.00","1","4"
460,"ice skating xmas 2024",null,"0","$0.00","1","4"
461,"ice skating 4t",null,"0","$0.00","1","12"
462,"ice rink in everett",null,"0","$0.00","1","4"
463,"ice rink queen's house",null,"0","$0.00","1","4"
464,"ice rink ribbon cutting emporia",null,"0","$0.00","1","4"
465,"ice rink width",null,"0","$0.00","1","12"
466,"ice skating 2024 london",null,"0","$0.00","1","4"
467,"ice rink glycol",null,"0","$0.00","1","12"
